1482105600	00005601	25	1
1482105600	00005601	35	0
1482105600	00005601	45	0
1482105600	00005601	57	0
1482105600	00005601	82	0
1482105600	00005601	92	2
1482105600	00005601	102	1
1482105600	00008501	25	1
1482105600	00008501	35	1
1482105600	00008501	45	0
1482105600	00008501	57	0
1482105600	00008501	82	0
1482105600	00008501	92	3
1482105600	00008501	102	3
1482105600	00008504	25	0
1482105600	00008504	35	0
1482105600	00008504	45	0
1482105600	00008504	57	0
1482105600	00008504	82	0
1482105600	00008504	92	3
1482105600	00008504	102	3
1482105600	00008901	25	0
1482105600	00008901	35	0
1482105600	00008901	45	0
1482105600	00008901	57	0
1482105600	00008901	82	0
1482105600	00008901	92	1
1482105600	00008901	102	1
1482105600	00011501	25	0
1482105600	00011501	35	1
1482105600	00011501	45	0
1482105600	00011501	57	0
1482105600	00011501	82	0
1482105600	00011501	92	3
1482105600	00011501	102	1
1482105600	00015201	25	1
1482105600	00015201	35	1
1482105600	00015201	45	0
1482105600	00015201	57	0
1482105600	00015201	82	0
1482105600	00015201	92	3
1482105600	00015201	102	3
1482105600	00022501	25	0
1482105600	00022501	35	1
1482105600	00022501	45	0
1482105600	00022501	57	0
1482105600	00022501	82	0
1482105600	00022501	92	2
1482105600	00022501	102	1
1482105600	00028101	25	0
1482105600	00028101	35	1
1482105600	00028101	45	0
1482105600	00028101	57	0
1482105600	00028101	82	3
1482105600	00028101	92	2
1482105600	00028101	102	1
1482105600	00032501	25	1
1482105600	00032501	35	1
1482105600	00032501	45	1
1482105600	00032501	57	0
1482105600	00032501	82	3
1482105600	00032501	92	1
1482105600	00032501	102	1
1482105600	00033601	25	1
1482105600	00033601	35	0
1482105600	00033601	45	0
1482105600	00033601	57	0
1482105600	00033601	82	3
1482105600	00033601	92	3
1482105600	00033601	102	2
1482105600	00034801	25	1
1482105600	00034801	35	0
1482105600	00034801	45	0
1482105600	00034801	57	1
1482105600	00034801	82	0
1482105600	00034801	92	2
1482105600	00034801	102	1
1482105600	00035201	25	1
1482105600	00035201	35	0
1482105600	00035201	45	0
1482105600	00035201	57	0
1482105600	00035201	82	0
1482105600	00035201	92	3
1482105600	00035201	102	3
1482105600	00042701	25	1
1482105600	00042701	35	1
1482105600	00042701	45	0
1482105600	00042701	57	0
1482105600	00042701	82	0
1482105600	00042701	92	1
1482105600	00042701	102	1
1482105600	00050101	25	1
1482105600	00050101	35	0
1482105600	00050101	45	0
1482105600	00050101	57	0
1482105600	00050101	82	1
1482105600	00050101	92	1
1482105600	00050101	102	3
1482105600	00051701	25	1
1482105600	00051701	35	0
